LLNR,Name,Position,Characteristic,Height,Range,Structure,Remarks
43451.1,Mullett Creek Daybeacon 2,"27-55-41.040N, 080-30-21.840W",,,,TR on pile.,
43451.2,Mullett Creek Daybeacon 3,"27-55-42.660N, 080-29-54.480W",,,,SG on pile.,
43451.3,Mullett Creek Daybeacon 4,"27-55-42.300N, 080-29-54.060W",,,,TR on pile.,
43455,Indian River (South Section) Daybeacon 40,"27-55-21.428N, 080-31-05.153W",,,,TR-TY on pile.,
43460,Indian River (South Section) Light 41,"27-55-18.044N, 080-30-59.999W",Fl G 4s,12,5,SG-SY on pile.,
43465,Indian River (South Section) Daybeacon 42,"27-55-13.216N, 080-31-00.390W",,,,TR-TY on pile.,
43470,Indian River (South Section) Daybeacon 43,"27-54-49.491N, 080-30-52.116W",,,,SG-SY on pile.,
43475,Indian River (South Section) Light 44,"27-54-45.390N, 080-30-52.977W",Fl R 4s,12,5,TR-TY on pile.,
43480,Indian River (South Section) Daybeacon 45,"27-54-41.908N, 080-30-48.160W",,,,SG-SY on pile.,
43485,Indian River (South Section) Daybeacon 47,"27-54-18.541N, 080-30-31.780W",,,,SG-SY on pile.,
43490,Indian River (South Section) Light 48,"27-54-12.701N, 080-30-30.205W",Fl R 4s,16,5,TR-TY on pile.,
43495,Indian River (South Section) Daybeacon 49,"27-54-12.296N, 080-30-25.381W",,,,SG-SY on pile.,
43500,Indian River (South Section) Daybeacon 50,"27-54-00.186N, 080-30-09.706W",,,,TR-TY on pile.,
43505,Indian River (South Section) Light 51,"27-53-59.611N, 080-30-05.295W",Fl G 4s,16,5,SG-SY on pile.,
43510,Indian River (South Section) Daybeacon 52,"27-53-53.986N, 080-30-04.402W",,,,TR-TY on pile.,
43515,Indian River (South Section) Daybeacon 51A,"27-53-35.858N, 080-29-50.024W",,,,SG-SY on pile.,
43520,Indian River (South Section) Light 53,"27-53-18.516N, 080-29-39.213W",Fl G 4s,12,5,SG-SY on pile.,
43525,Indian River (South Section) Daybeacon 54,"27-53-17.026N, 080-29-40.976W",,,,TR-TY on pile.,
43530,Indian River (South Section) Daybeacon 54A,"27-52-54.961N, 080-29-29.768W",,,,TR-TY on pile.,
43535,Indian River (South Section) Daybeacon 55,"27-52-38.910N, 080-29-19.010W",,,,SG-SY on pile.,
43540,Indian River (South Section) Light 57,"27-52-13.216N, 080-29-06.717W",Fl G 4s,12,5,SG-SY on pile.,
43545,Indian River (South Section) Daybeacon 58,"27-52-12.307N, 080-29-08.945W",,,,TR-TY on pile.,
43546,Sebastian Inlet Marina Daybeacon 2,"27-52-19.000N, 080-29-22.000W",,,,TR on pile.,
43547,Sebastian Inlet Marina Daybeacon 3,"27-52-17.000N, 080-29-29.000W",,,,SG on pile.,
43548,Sebastian Inlet Marina Daybeacon 4,"27-52-14.000N, 080-29-36.000W",,,,TR on pile.,
43549,Sebastian Inlet Marina Daybeacon 5,"27-52-14.000N, 080-29-37.000W",,,,SG on pile.,
43550,Indian River (South Section) Daybeacon 59,"27-51-38.998N, 080-28-54.591W",,,,SG-SY on pile.,
43555,Indian River (South Section) Light 60,"27-51-37.452N, 080-28-56.344W",Fl R 4s,12,5,TR-TY on pile.,
43560,Indian River (South Section) Daybeacon 61,"27-51-13.643N, 080-28-40.266W",,,,SG-SY on pile.,
43565,Indian River (South Section) Daybeacon 62,"27-50-45.341N, 080-28-26.052W",,,,TR-TY on pile.,
43570,Indian River (South Section) Light 63,"27-50-46.655N, 080-28-24.652W",Fl G 4s,16,5,SG-SY on pile.,
43571,St. Sebastian River Approach Daybeacon 1,"27-51-15.120N, 080-28-55.500W",,,,SG on pile.,
43571.1,St. Sebastian River Approach Daybeacon 2,"27-51-16.800N, 080-28-56.180W",,,,TR on pile.,
43571.2,St. Sebastian River Approach Daybeacon 3,"27-51-22.620N, 080-29-10.560W",,,,SG on pile.,
43571.3,St. Sebastian River Approach Daybeacon 4,"27-51-23.640N, 080-29-11.100W",,,,TR on pile.,
43571.4,St. Sebastian River Approach Daybeacon 5,"27-51-21.420N, 080-29-17.880W",,,,SG on pile.,
43571.5,St. Sebastian River Approach Daybeacon 6,"27-51-22.140N, 080-29-18.240W",,,,TR on pile.,
43575,Coconut Point Daybeacon 1,"27-50-53.459N, 080-27-23.845W",,,,SG on pile.,
43580,Coconut Point Daybeacon 2,"27-50-52.929N, 080-27-24.322W",,,,TR on pile.,
43585,Coconut Point Daybeacon 3,"27-50-54.528N, 080-27-17.033W",,,,SG on pile.,
43590,Coconut Point Daybeacon 4,"27-50-53.855N, 080-27-16.778W",,,,TR on pile.,
43595,Coconut Point Daybeacon 5,"27-50-59.065N, 080-27-13.179W",,,,SG on pile.,
43600,Coconut Point Daybeacon 6,"27-50-58.837N, 080-27-12.436W",,,,TR on pile.,
43605,Indian River (South Section) Daybeacon 64,"27-50-20.782N, 080-28-15.061W",,,,TR-TY on pile.,
43610,Indian River (South Section) Daybeacon 65,"27-49-57.335N, 080-28-02.273W",,,,SG-SY on pile.,
43615,Inlet Marina Daybeacon 1,"27-49-30.092N, 080-28-11.488W",,,,SG on pile.,
43620,Inlet Marina Daybeacon 2,"27-49-31.392N, 080-28-11.788W",,,,TR on pile.,
43625,Inlet Marina Daybeacon 3,"27-49-30.192N, 080-28-13.488W",,,,SG on pile.,
43630,Inlet Marina Daybeacon 4,"27-49-30.892N, 080-28-14.188W",,,,TR on pile.,
43630.7,Sembler Marina North Channel Daybeacon 8,"27-49-42.500N, 080-28-14.400W",,,,TR on pile.,
43630.6,Sembler Marina North Channel Daybeacon 7,"27-49-43.200N, 080-28-13.800W",,,,SG on pile.,
43630.5,Sembler Marina North Channel Daybeacon 6,"27-49-46.200N, 080-28-13.800W",,,,TR on pile.,
43630.4,Sembler Marina North Channel Daybeacon 5,"27-49-48.600N, 080-28-11.400W",,,,SG on pile.,
43630.3,Sembler Marina North Channel Daybeacon 4,"27-49-51.000N, 080-28-10.800W",,,,TR on pile.,
43630.8,Sembler Marina North Channel Daybeacon 9,"27-49-40.200N, 080-28-13.200W",,,,SG on pile.,
43630.2,Sembler Marina North Channel Daybeacon 3,"27-49-52.800N, 080-28-07.800W",,,,SG on pile.,
43630.1,Sembler Marina North Channel Daybeacon 2,"27-49-53.400N, 080-28-08.400W",,,,TR on pile.,
43635,Sembler Daybeacon 1,"27-49-34.292N, 080-27-57.187W",,,,SG on pile.,
43640,Sembler Daybeacon 2,"27-49-33.592N, 080-28-02.987W",,,,TR on pile.,
43645,Sembler Daybeacon 3,"27-49-31.092N, 080-28-09.888W",,,,SG on pile.,
43650,Sembler Daybeacon 4,"27-49-32.292N, 080-28-08.387W",,,,TR on pile.,
43655,Sembler Daybeacon 5,"27-49-34.592N, 080-28-11.988W",,,,SG on pile.,
43660,Sembler Daybeacon 6,"27-49-39.092N, 080-28-13.988W",,,,TR on pile.,
43665,Indian River (South Section) Daybeacon 66,"27-49-31.526N, 080-27-53.023W",,,,TR-TY on pile.,
43670,Indian River (South Section) Daybeacon 66A,"27-49-14.571N, 080-27-44.504W",,,,TR-TY on pile.,
43673,Indian River (South Section) Buoy 65A,"27-49-20.454N, 080-27-45.168W",,,,Green can.,
43675,Indian River (South Section) Daybeacon 65B,"27-49-12.023N, 080-27-41.265W",,,,SG-SY on pile.,
43677.1,Indian River Lagoon Aquaculture Boundary Light A,"27-49-10.934N, 080-27-16.729W",Fl Y 2.5s,,,NY on pile.,
43677.2,Indian River Lagoon Aquaculture Boundary Light B,"27-49-11.521N, 080-27-05.670W",Fl Y 2.5s,,,NY on pile.,
43677.8,Indian River Lagoon Aquaculture Boundary Light H,"27-49-21.587N, 080-27-06.282W",Fl Y 2.5s,,,NY on pile.,
43677.9,Indian River Lagoon Aquaculture Boundary Light I,"27-49-21.000N, 080-27-17.399W",Fl Y 2.5s,,,NY on pile.,
43680,Indian River (South Section) Light 67,"27-48-46.323N, 080-27-29.264W",Fl G 4s,12,5,SG-SY on pile.,
43685.6,Channel 68 Marina Daybeacon 6 (Abandoned),"27-48-40.000N, 080-27-48.000W",,,,TR on pile.,
43685.5,Channel 68 Marina Daybeacon 5 (Abandoned),"27-48-44.000N, 080-27-52.000W",,,,SG on pile.,
43685.4,Channel 68 Marina Daybeacon 4 (Abandoned),"27-48-43.000N, 080-27-49.000W",,,,TR on pile.,
43685.3,Channel 68 Marina Daybeacon 3 (Abandoned),"27-48-45.000N, 080-27-39.000W",,,,SG on pile.,
43685.2,Channel 68 Marina Daybeacon 2 (Abandoned),"27-48-42.000N, 080-27-39.000W",,,,TR on pile.,
43685.1,Channel 68 Marina Daybeacon 1 (Abandoned),"27-48-39.000N, 080-27-39.000W",,,,SG on pile.,
43685,Indian River (South Section) Daybeacon 68,"27-48-45.424N, 080-27-30.887W",,,,TR-TY on pile.,
43690,Indian River (South Section) Daybeacon 69,"27-48-19.443N, 080-27-11.816W",,,,SG-SY on pile.,
43695,Indian River (South Section) Daybeacon 70,"27-47-51.641N, 080-26-55.943W",,,,TR-TY on pile.,
43700,River Run Daybeacon 1,"27-47-44.396N, 080-26-56.686W",,,,SG on pile,
43705,River Run Daybeacon 2,"27-47-44.896N, 080-26-56.846W",,,,TR on pile.,
43710,River Run Daybeacon 3,"27-47-42.373N, 080-27-05.087W",,,,SG on pile.,
43715,River Run Daybeacon 4,"27-47-43.386N, 080-27-05.187W",,,,TR on pile.,
43720,River Run Daybeacon 5,"27-47-41.697N, 080-27-10.787W",,,,SG on pile.,
43725,River Run Daybeacon 6,"27-47-42.296N, 080-27-10.987W",,,,TR on pile.,
43730,River Run Daybeacon 7,"27-47-41.897N, 080-27-13.487W",,,,SG on pile.,
43735,Indian River (South Section) Light 71,"27-47-30.089N, 080-26-39.314W",Fl G 4s,16,5,SG-SY on pile.,
43740,Indian River (South Section) Daybeacon 72,"27-47-27.517N, 080-26-40.248W",,,,TR-TY on pile.,
43745,Indian River (South Section) Daybeacon 73,"27-47-07.535N, 080-26-23.773W",,,,SG-SY on pile.,
43750,Indian River (South Section) Daybeacon 74,"27-46-40.888N, 080-26-08.181W",,,,TR-TY on pile.,
43755,Indian River (South Section) Daybeacon 75,"27-46-16.495N, 080-25-48.267W",,,,SG-SY on pile.,
43760,Indian River (South Section) Light 76,"27-46-11.463N, 080-25-47.055W",Fl R 4s,12,5,TR-TY on pile.,
43765,Indian River (South Section) Daybeacon 77,"27-46-11.016N, 080-25-42.299W",,,,SG-SY on pile.,
43770,Indian River (South Section) Daybeacon 78,"27-45-54.826N, 080-25-16.587W",,,,TR-TY on pile.,
43775,Indian River (South Section) Light 79,"27-45-54.541N, 080-25-11.575W",Fl G 4s,16,5,SG-SY on pile.,
43780,Indian River (South Section) Daybeacon 80,"27-45-50.660N, 080-25-09.363W",,,,TR-TY on pile.,
43785,Indian River (South Section) Daybeacon 81,"27-45-36.275N, 080-24-51.018W",,,,SG-SY on pile.,
43790,Indian River (South Section) Light 82,"27-45-30.637N, 080-24-49.093W",Fl R 4s,12,5,TR-TY on pile.,
43795,Indian River (South Section) Daybeacon 83,"27-45-32.412N, 080-24-41.712W",,,,SG-SY on pile.,
43800,Indian River (South Section) Daybeacon 84,"27-45-28.826N, 080-24-24.238W",,,,TR-TY on pile.,
43805,Indian River (South Section) Light 85,"27-45-30.102N, 080-24-19.739W",Fl G 4s,16,5,SG-SY on pile.,
43810,Indian River (South Section) Daybeacon 86,"27-45-26.730N, 080-24-18.355W",,,,TR-TY on pile.,
43815,Indian River (South Section) Daybeacon 87,"27-45-26.773N, 080-24-13.434W",,,,SG-SY on pile.,
43820,Indian River (South Section) Daybeacon 88,"27-45-22.355N, 080-24-12.998W",,,,TR-TY on pile.,
43825,Indian River (South Section) Light 89,"27-45-19.243N, 080-24-08.244W",Fl G 4s,16,5,SG-SY on pile.,
43830,Indian River (South Section) Daybeacon 90,"27-45-14.121N, 080-24-10.826W",,,,TR-TY on pile.,
43835,Indian River (South Section) Daybeacon 91,"27-45-01.797N, 080-24-08.882W",,,,SG-SY on pile.,
43840,Indian River (South Section) Light 92,"27-44-54.318N, 080-24-09.995W",Fl R 4s,16,5,TR-TY on pile.,
43845,Indian River (South Section) Daybeacon 93,"27-44-51.680N, 080-24-07.140W",,,,SG-SY on pile.,
43850,Indian River (South Section) Daybeacon 94,"27-44-45.865N, 080-24-07.452W",,,,TR-TY on pile.,
43855,Indian River (South Section) Daybeacon 95,"27-44-37.407N, 080-23-59.233W",,,,SG-SY on pile.,
43860,Indian River (South Section) Light 96,"27-44-36.337N, 080-24-01.338W",Fl R 4s,16,5,TR-TY on pile.,
43865,Indian River (South Section) Daybeacon 98,"27-44-27.305N, 080-23-53.801W",,,,TR-TY on pile.,
43870,Indian River (South Section) Light 99,"27-44-25.553N, 080-23-49.229W",Fl G 4s,16,5,SG-SY on pile.,
43875,Indian River (South Section) Daybeacon 100,"27-44-21.349N, 080-23-49.944W",,,,TR-TY on pile.,
43880,Indian River (South Section) Daybeacon 102,"27-44-08.365N, 080-23-44.058W",,,,TR-TY on pile.,
43885,Indian River (South Section) Daybeacon 104,"27-44-03.962N, 080-23-42.620W",,,,TR-TY on pile.,
43890,Indian River (South Section) Light 105,"27-44-00.437N, 080-23-39.271W",Fl G 4s,12,5,SG-SY on pile.,
43895,Indian River (South Section) Daybeacon 106,"27-43-57.245N, 080-23-42.353W",,,,TR-TY on pile.,
43900,Indian River (South Section) Daybeacon 108,"27-43-41.599N, 080-23-45.270W",,,,TR-TY on pile.,
43905,Indian River (South Section) Daybeacon 109,"27-43-27.731N, 080-23-45.325W",,,,SG-SY on pile.,
43910,Indian River (South Section) Light 110,"27-43-24.031N, 080-23-48.500W",Fl R 4s,16,5,TR-TY on pile.,
43915,Indian River (South Section) Daybeacon 111,"27-43-07.916N, 080-23-43.968W",,,,SG-SY on pile.,
43920,Indian River (South Section) Light 112,"27-43-03.026N, 080-23-45.399W",Fl R 4s,16,5,TR-TY on dolphin.,
43925,Indian River (South Section) Daybeacon 113,"27-43-00.374N, 080-23-41.112W",,,,SG-SY on pile.,
43930,Indian River (South Section) Daybeacon 114,"27-42-52.662N, 080-23-39.075W",,,,TR-TY on pile.,
43935,Indian River (South Section) Light 115,"27-42-50.427N, 080-23-34.899W",Fl G 4s,16,5,SG-SY on pile.,
43940,Indian River (South Section) Daybeacon 116,"27-42-45.731N, 080-23-36.640W",,,,TR-TY on pile.,
43945,Indian River (South Section) Daybeacon 117,"27-42-21.400N, 080-23-30.461W",,,,SG-SY on pile.,
43950,Indian River (South Section) Light 118,"27-42-20.625N, 080-23-33.097W",Fl R 4s,16,5,TR-TY on dolphin.,
43955,Indian River (South Section) Daybeacon 120,"27-42-04.500N, 080-23-27.255W",,,,TR-TY on pile.,
43960,Indian River (South Section) Light 121,"27-41-47.603N, 080-23-18.797W",Fl G 4s,16,5,SG-SY on dolphin.,
43965,Indian River (South Section) Daybeacon 122,"27-41-46.705N, 080-23-21.160W",,,,TR-TY on pile.,
43970,Loggerhead Marina Daybeacon 1,"27-41-41.700N, 080-23-21.500W",,,,SG on pile.,
43975,Loggerhead Marina Daybeacon 2,"27-41-43.000N, 080-23-22.900W",,,,TR on pile.,
43980,Loggerhead Marina Daybeacon 3,"27-41-41.500N, 080-23-24.000W",,,,SG on pile.,
43985,Loggerhead Marina Daybeacon 4,"27-41-42.000N, 080-23-24.800W",,,,TR on pile.,
43990,Loggerhead Marina Daybeacon 5,"27-41-41.000N, 080-23-26.000W",,,,SG on pile.,
43995,Loggerhead Marina Daybeacon 6,"27-41-42.000N, 080-23-26.900W",,,,TR on pile.,
44000,Loggerhead Marina Daybeacon 7,"27-41-40.700N, 080-23-28.000W",,,,SG on pile.,
44005,Loggerhead Marina Daybeacon 8,"27-41-41.500N, 080-23-29.100W",,,,TR on pile.,
44010,Loggerhead Marina Daybeacon 9,"27-41-40.200N, 080-23-30.200W",,,,SG on pile.,
44015,Loggerhead Marina Daybeacon 10,"27-41-41.500N, 080-23-31.250W",,,,TR on pile.,
44020,Loggerhead Marina Daybeacon 11,"27-41-40.000N, 080-23-32.300W",,,,SG on pile.,
44025,Loggerhead Marina Daybeacon 12,"27-41-41.000N, 080-23-33.000W",,,,TR on pile.,
44030,Loggerhead Marina Daybeacon 13,"27-41-39.500N, 080-23-34.500W",,,,SG on pile.,
44035,Loggerhead Marina Daybeacon 14,"27-41-40.600N, 080-23-35.200W",,,,TR on pile.,
44040,Loggerhead Marina Daybeacon 15,"27-41-40.500N, 080-23-37.000W",,,,SG on pile.,
44045,Loggerhead Marina Daybeacon 16,"27-41-39.000N, 080-23-37.100W",,,,TR on pile.,
44050,Indian River (South Section) Daybeacon 123,"27-41-31.825N, 080-23-15.009W",,,,SG-SY on pile.,
44055,Indian River (South Section) Light 124,"27-41-31.400N, 080-23-17.299W",Fl R 4s,16,5,TR-TY on pile.,
44060,Indian River (South Section) Daybeacon 125,"27-41-01.265N, 080-23-04.105W",,,,SG-SY on pile.,
44065,Bermuda Bay Daybeacon 1,"27-41-05.000N, 080-23-04.500W",,,,SG on pile.,
44070,Bermuda Bay Daybeacon 2,"27-41-03.000N, 080-23-04.000W",,,,TR on pile.,
44075,Bermuda Bay Daybeacon 3,"27-41-05.000N, 080-23-02.500W",,,,SG on pile.,
44080,Bermuda Bay Daybeacon 4,"27-41-03.500N, 080-23-02.000W",,,,TR on pile.,
44085,Bermuda Bay Daybeacon 5,"27-41-03.000N, 080-23-02.000W",,,,SG on pile.,
44090,Bermuda Bay Daybeacon 6,"27-41-02.000N, 080-22-56.000W",,,,TR on pile.,
44095,Bermuda Bay Daybeacon 7,"27-41-03.000N, 080-22-53.500W",,,,SG on pile.,
44100,Bermuda Bay Daybeacon 8,"27-41-02.000N, 080-22-53.000W",,,,TR on pile.,
44105,Bermuda Bay Daybeacon 9,"27-41-03.100N, 080-22-52.000W",,,,SG on pile.,
44110,Bermuda Bay Daybeacon 10,"27-41-02.100N, 080-22-51.500W",,,,TR on pile.,
44115,Bermuda Bay Daybeacon 11,"27-41-03.600N, 080-22-50.000W",,,,SG on pile.,
44120,Bermuda Bay Daybeacon 12,"27-41-02.500N, 080-22-50.000W",,,,TR on pile.,
44125,Indian River (South Section) Daybeacon 126,"27-40-55.027N, 080-23-04.696W",,,,TR-TY on pile.,
44130,Indian River (South Section) Light 127,"27-40-49.555N, 080-22-59.869W",Fl G 4s,12,5,SG-SY on pile.,
44135,Indian River (South Section) Daybeacon 128,"27-40-47.331N, 080-23-02.177W",,,,TR-TY on pile.,
44138,Indian River (South Section) Daybeacon 128A,"27-40-38.676N, 080-23-00.616W",,,,TR-TY on pile.,
44140,Indian River (South Section) Daybeacon 129,"27-40-27.404N, 080-22-56.945W",,,,SG-SY on pile.,
44145,Indian River (South Section) Daybeacon 130,"27-40-27.487N, 080-22-59.245W",,,,TR-TY on pile.,
44150,Indian River (South Section) Daybeacon 132,"27-40-19.275N, 080-22-57.633W",,,,TR-TY on pile.,
44155,Indian River (South Section) Daybeacon 133,"27-40-11.580N, 080-22-54.823W",,,,SG-SY on pile.,
44160,Indian River (South Section) Light 134,"27-40-07.653N, 080-22-56.431W",Fl R 4s,16,5,TR-TY on pile.,
44165,Indian River (South Section) Daybeacon 135,"27-40-04.891N, 080-22-52.956W",,,,SG-SY on pile.,
44170,Indian River (South Section) Daybeacon 136,"27-39-49.540N, 080-22-47.843W",,,,TR-TY on pile.,
44175,Indian River (South Section) Daybeacon 137,"27-39-31.654N, 080-22-36.310W",,,,SG-SY on pile.,
44180,Indian River (South Section) Light 139,"27-39-14.482N, 080-22-27.611W",Fl G 4s,12,5,SG-SY on pile.,
44185,Vero Beach Channel Light 2,"27-39-13.876N, 080-22-19.460W",Fl R 4s,16,5,TR on pile.,
44190,Vero Beach Channel Daybeacon 3,"27-39-15.029N, 080-22-20.521W",,,,SG on pile.,
44195,Vero Beach Channel Daybeacon 4,"27-39-22.112N, 080-22-14.490W",,,,TR on pile.,
44200,Vero Beach Channel Daybeacon 5,"27-39-22.065N, 080-22-15.841W",,,,SG on pile.,
44205,Vero Beach Channel Turning Basin Daybeacon 7,"27-39-27.832N, 080-22-15.497W",,,,SG on pile.,
44210,Vero Marine Center Daybeacon 1,"27-39-04.514N, 080-22-27.482W",,,,SG on pile.,
44215,Vero Marine Center Daybeacon 2,"27-39-05.214N, 080-22-27.882W",,,,TR on pile.,
44220,Vero Marine Center Daybeacon 3,"27-39-04.414N, 080-22-28.682W",,,,SG on pile.,
44225,Vero Marine Center Daybeacon 4,"27-39-05.014N, 080-22-27.982W",,,,TR on pile.,
44230,Vero Marine Center Daybeacon 5,"27-39-04.014N, 080-22-30.082W",,,,SG on pile.,
44235,Vero Marine Center Daybeacon 6,"27-39-04.614N, 080-22-30.382W",,,,TR on pile.,
44240,Vero Marine Center Buoy 8,"27-39-01.714N, 080-22-34.182W",,,,Red nun.,
44245,Vero Marine Center Buoy 8A,"27-39-01.714N, 080-22-34.182W",,,,Red nun.,
44250,Vero Marine Center Buoy 8B,"27-39-00.314N, 080-22-36.182W",,,,Red nun.,
44255,Vero Marine Center Buoy 10,"27-38-59.714N, 080-22-37.182W",,,,Red nun.,
44260,Indian River (South Section) Daybeacon 140,"27-38-57.737N, 080-22-22.955W",,,,TR-TY on pile.,
44265,Indian River (South Section) Light 141,"27-38-51.935N, 080-22-18.775W",Fl G 4s,16,5,SG-SY on pile.,
44270,Indian River (South Section) Daybeacon 142,"27-38-49.369N, 080-22-20.872W",,,,TR-TY on pile.,
44275,Riomar Daybeacon 1,"27-38-45.315N, 080-22-16.082W",,,,SG on pile.,
44280,Riomar Daybeacon 2,"27-38-41.715N, 080-22-18.182W",,,,TR and NL on dolphin. NL worded RIOMAR.,
44285,Riomar Daybeacon 3,"27-38-43.815N, 080-22-03.682W",,,,SG on pile.,
44290,Riomar Daybeacon 4,"27-38-41.415N, 080-22-03.982W",,,,TR on pile.,
44295,Riomar Daybeacon 5,"27-38-44.415N, 080-21-59.181W",,,,SG on pile.,
44300,Riomar Daybeacon 6,"27-38-42.315N, 080-21-59.481W",,,,TR on pile.,
44305,Riomar Daybeacon 7,"27-38-44.915N, 080-21-55.681W",,,,SG on pile.,
44310,Riomar Daybeacon 8,"27-38-42.415N, 080-21-54.981W",,,,TR on pile.,
44315,Riomar Daybeacon 9,"27-38-41.915N, 080-21-50.781W",,,,SG on pile.,
44320,Riomar Daybeacon 10,"27-38-39.515N, 080-21-49.481W",,,,TR on pile.,
44325,Riomar Daybeacon 11,"27-38-37.315N, 080-21-42.381W",,,,SG on pile.,
44330,Riomar Daybeacon 12,"27-38-36.215N, 080-21-44.881W",,,,TR on pile.,
44335,Riomar Daybeacon 13,"27-38-36.115N, 080-21-42.681W",,,,SG on pile.,
44340,Riomar Daybeacon 14,"27-38-33.615N, 080-21-45.481W",,,,TR on pile.,
44345,Riomar Daybeacon 16,"27-38-32.215N, 080-21-43.381W",,,,TR on pile.,
44350,Memorial Island Park Buoy 1,"27-38-46.015N, 080-22-02.182W",,,,Green can.,
44355,Memorial Island Park Buoy 2,"27-38-46.015N, 080-21-58.281W",,,,Red nun.,
44360,Memorial Island Park Buoy 3,"27-38-48.215N, 080-22-03.282W",,,,Green can.,
44365,Memorial Island Park Buoy 4,"27-38-48.315N, 080-22-00.181W",,,,Red nun.,
44370,Memorial Island Park Buoy 5,"27-38-50.715N, 080-22-03.982W",,,,Green can.,
44375,Memorial Island Park Buoy 6,"27-38-50.815N, 080-22-02.282W",,,,Red nun.,
44380,Indian River (South Section) Daybeacon 143,"27-38-39.363N, 080-22-18.391W",,,,SG-SY on pile.,
44385,Indian River (South Section) Daybeacon 144,"27-38-29.520N, 080-22-20.220W",,,,TR-TY on pile.,
44390.4,Tidewater Island Club Channel Daybeacon 2,"27-38-28.800N, 080-22-46.000W",,,,TR on pile.,
44390.7,Tidewater Island Club Channel Daybeacon 7,"27-38-18.200N, 080-22-51.000W",,,,SG on pile.,
44390.6,Tidewater Island Club Channal Daybeacon 4,"27-38-26.700N, 080-22-49.800W",,,,TR on pile.,
44390.5,Tidewater Island Club Channel Daybeacon 5,"27-38-25.600N, 080-22-48.400W",,,,SG on pile.,
44390.3,Tidewater Island Club Channel Daybeacon 3,"27-38-29.600N, 080-22-44.300W",,,,SG on pile.,
44390.2,Tidewater Island Club Channel Daybeacon Junction A,"27-38-32.700N, 080-22-44.600W",,,,SG on pile.,
44390.1,Tidewater Island Club Channel Daybeacon 1,"27-38-33.000N, 080-22-43.800W",,,,SG on pile.,
44390,Indian River (South Section) Daybeacon 145,"27-38-23.406N, 080-22-18.373W",,,,SG-SY on pile.,
44395,Vero Isles Daybeacon 1,"27-38-19.116N, 080-22-23.782W",,,,SG on pile.,
44400,Vero Isles Daybeacon 2,"27-38-20.816N, 080-22-25.682W",,,,TR on pile.,
44405,Vero Isles Daybeacon 4,"27-38-20.616N, 080-22-27.982W",,,,TR on pile.,
